interaction_id,work_id,work_title,source_start_offset,source_end_offset,source_original_target,source_original_processed_file,context,target,generated_pinyin,pinyin_syllables,candidates,target_rank,polyphonic_flag,missing_cause,notes
ee7f5adfc439924371662257,qinhuai_river,槳聲燈影裏的秦淮河,493,496,垂垂地,qinhuai_river.txt,实在是最能勾人的东西夜幕,垂垂地,chuichuidi,chui chui di,1:吹吹地 | 2:吹吹 | 3:锤锤 | 4:垂垂 | 5:吹 | 6:垂 | 7:锤 | 8:捶 | 9:炊 | 10:槌,,true,pinyin_problem,“垂垂地”的“地”为结构助词，应读 de；生成 di。
ce29d72825fc07c92b911a34,qinhuai_river,槳聲燈影裏的秦淮河,2673,2675,兩株,qinhuai_river.txt,出落得精神了岸上原有三株,两株,liangzhu,liang zhu,1:梁祝 | 2:良渚 | 3:梁柱 | 4:两注 | 5:两 | 6:量 | 7:亮 | 8:良 | 9:凉 | 10:梁,,false,candidate_coverage_problem,数量短语读音正确，但整体未覆盖。
ef61f4c56b07a3f5d9c71864,ahe,阿河,254,256,放著,ahe.txt,院子里有两块草地上面随便,放著,fangzhu,fang zhu,1:房主 | 2:放逐 | 3:防住 | 4:方竹 | 5:防蛀 | 6:方柱 | 7:芳躅 | 8:放 | 9:方 | 10:房,,true,pinyin_problem,“放著”中的“著”为动态助词，应读 zhe。
58bcd5752006732fee0f0a97,qinhuai_river,槳聲燈影裏的秦淮河,938,940,船裏,qinhuai_river.txt,看著那些自在的湾泊著的船,船里,chuanli,chuan li,1:出案例 | 2:传 | 3:穿 | 4:船 | 5:川 | 6:串 | 7:喘 | 8:舛 | 9:钏 | 10:椽,,false,candidate_coverage_problem,普通方位短语，读音正确但候选未覆盖。
40c2291b254531626645cdba,spring,春,655,657,兒事,spring.txt,抖擞抖擞精神各做各的一份,儿事,ershi,er shi,1:而是 | 2:二是 | 3:二十 | 4:二世 | 5:儿时 | 6:而使 | 7:耳饰 | 8:尔时 | 9:耳屎 | 10:贰拾,,true,segmentation_problem,“儿事”是儿化/边界造成的不自然目标。
a5fc3cfaad730e4d5f49ccb9,moonlight_over_lotus_pond,荷塘月色,1230,1232,西洲,moonlight_over_lotus_pond.txt,早已无福消受了于是又记起,西洲,xizhou,xi zhou,1:西周 | 2:稀粥 | 3:溪州 | 4:西州 | 5:系 | 6:西 | 7:洗 | 8:戏 | 9:喜 | 10:细,,false,proper_name,典故/篇名中的专名“西洲”。
6a656d08daf7614f3b3e18df,qinhuai_river,槳聲燈影裏的秦淮河,4947,4950,而圓轉,qinhuai_river.txt,唱著青衫的调子她唱得响亮,而圆转,eryuanzhuan,er yuan zhuan,1:二元转 | 2:二元 | 3:二院 | 4:洱源 | 5:二员 | 6:二圆 | 7:而与 | 8:耳语 | 9:而于 | 10:二余,,true,segmentation_problem,连词“而”被并入目标，形成不自然边界。
8fa9217266ab4593d4889145,ahe,阿河,283,285,篱邊,ahe.txt,或罗列著盆栽或种莳著花草,篱边,libian,li bian,1:里边 | 2:利便 | 3:历遍 | 4:俐便 | 5:立便 | 6:隶变 | 7:隶辨 | 8:利弊 | 9:力避 | 10:礼毕,,false,rare_or_literary_vocabulary,较少见的书面方位表达。
14ea83035258d046a71daa68,qinhuai_river,槳聲燈影裏的秦淮河,2945,2947,遇著,qinhuai_river.txt,是天之所以厚我们了这时却,遇著,yuzhu,yu zhu,1:预祝 | 2:玉柱 | 3:玉珠 | 4:玉竹 | 5:雨珠 | 6:玉烛 | 7:玉箸 | 8:玉麈 | 9:与 | 10:于,,true,pinyin_problem,“遇著”中的“著”为动态助词，应读 zhe。
717c75264ad6bfd0c5b469db,qinhuai_river,槳聲燈影裏的秦淮河,581,583,槳聲,qinhuai_river.txt,微漪里听著那悠然的间歇的,桨声,jiangsheng,jiang sheng,1:降生 | 2:缰绳 | 3:江声 | 4:将 | 5:讲 | 6:江 | 7:奖 | 8:降 | 9:蒋 | 10:姜,,true,candidate_coverage_problem,“桨声”为普通词，读音正确但未覆盖。
630a1f3848db24b0bd284e5f,ahe,阿河,2311,2314,如純絲,ahe.txt,不甚厚但黑而有光柔软而滑,如纯丝,ruchunsi,ru chun si,1:入春死 | 2:入春 | 3:如春 | 4:如 | 5:入 | 6:乳 | 7:汝 | 8:儒 | 9:茹 | 10:辱,,false,rare_or_literary_vocabulary,文学性比喻短语，组合较罕见。
d231f19edaddab0dbeb60564,ahe,阿河,388,390,韋君,ahe.txt,友她们住著楼上的两间屋子,韦君,weijun,wei jun,1:魏军 | 2:为君 | 3:伪军 | 4:微菌 | 5:卫军 | 6:为 | 7:未 | 8:位 | 9:味 | 10:微,,false,proper_name,人物称谓“韦君”。
7b7d9ad8ccbb04a81a9bef73,qinhuai_river,槳聲燈影裏的秦淮河,3676,3678,如釋,qinhuai_river.txt,屑似的走了我的心立刻放下,如释,rushi,ru shi,1:入市 | 2:如是 | 3:如实 | 4:入世 | 5:入室 | 6:入时 | 7:濡湿 | 8:儒士 | 9:如诗 | 10:如师,,false,segmentation_problem,“如释”是不完整成语/句法片段。
cee66ffea1d5f87a0b2da8a0,qinhuai_river,槳聲燈影裏的秦淮河,1383,1385,慰情,qinhuai_river.txt,少可以想见往日的繁华这也,慰情,weiqing,wei qing,1:卫青 | 2:为情 | 3:危情 | 4:未清 | 5:微情 | 6:维清 | 7:为 | 8:未 | 9:位 | 10:味,,false,rare_or_literary_vocabulary,少见书面搭配“慰情”。
461983ce174e9542400dcc29,ahe,阿河,3531,3533,低些,ahe.txt,老畜生他舍不得放她回去呀,低些,dixie,di xie,1:滴血 | 2:的些 | 3:低吸 | 4:底细 | 5:嫡系 | 6:低息 | 7:弟媳 | 8:敌袭 | 9:抵巇 | 10:地,,true,segmentation_problem,程度补语片段，作为独立词条不自然。
c54b2feb4d6241c4f0aae1a7,qinhuai_river,槳聲燈影裏的秦淮河,1853,1855,水像,qinhuai_river.txt,烈西湖的夏夜老是热蓬蓬的,水像,shuixiang,shui xiang,1:水箱 | 2:水乡 | 3:水相 | 4:睡相 | 5:睡乡 | 6:谁想 | 7:税项 | 8:水洗 | 9:水系 | 10:水栖,,false,segmentation_problem,“水像”跨越主谓边界。
dd79d96087b0b7adb766a13a,qinhuai_river,槳聲燈影裏的秦淮河,1480,1482,荒江,qinhuai_river.txt,淡淡的月衬著蔚蓝的天颇像,荒江,huangjiang,huang jiang,1:黄姜 | 2:黄酱 | 3:黄江 | 4:皇极 | 5:惶急 | 6:荒寂 | 7:荒瘠 | 8:荒鸡 | 9:惶悸 | 10:慌急,,true,rare_or_literary_vocabulary,文学性景物表达。
f0c35e8cca47439db469399b,qinhuai_river,槳聲燈影裏的秦淮河,1154,1156,中橋,qinhuai_river.txt,了从东关头转弯不久就到大,中桥,zhongqiao,zhong qiao,1:钟敲 | 2:中窍 | 3:中期 | 4:中气 | 5:重器 | 6:终期 | 7:种起 | 8:种脐 | 9:中起 | 10:中企,,false,proper_name,桥名“大中桥”的组成部分。
e694ba9609870a1bef0603e0,qinhuai_river,槳聲燈影裏的秦淮河,1762,1764,晚涼,qinhuai_river.txt,盛夏我们下船后藉著新生的,晚凉,wanliang,wan liang,1:万辆 | 2:万两 | 3:完粮 | 4:万里 | 5:碗里 | 6:万历 | 7:湾里 | 8:腕力 | 9:婉丽 | 10:挽力,,false,rare_or_literary_vocabulary,文学性时间/气候表达。
f2a2f8db3ac42ec71928d3fd,to_my_late_wife,給亡婦,341,343,兒忙,to_my_late_wife.txt,个夏天他病的时候多你成天,儿忙,ermang,er mang,1:而忙 | 2:而 | 3:二 | 4:儿 | 5:尔 | 6:耳 | 7:贰 | 8:尓 | 9:饵 | 10:迩,,true,segmentation_problem,儿化成分与后词形成不自然目标。
1f42a4bed5e7530bbed2121b,moonlight_over_lotus_pond,荷塘月色,1145,1148,船欲動,moonlight_over_lotus_pond.txt,徐回兼传羽杯櫂将移而藻挂,船欲动,chuanyudong,chuan yu dong,1:传龋洞 | 2:传于 | 3:传语 | 4:传谕 | 5:川渝 | 6:穿窬 | 7:传 | 8:穿 | 9:船 | 10:川,,false,rare_or_literary_vocabulary,古典引文片段。
e5a0647f51d1922dcd6e0ce4,to_my_late_wife,給亡婦,173,175,濕瘡,to_my_late_wife.txt,夸她长得好看却在腿上生了,湿疮,shichuang,shi chuang,1:视窗 | 2:始创 | 3:十床 | 4:石幢 | 5:石床 | 6:使出 | 7:实处 | 8:事出 | 9:驶出 | 10:释出,,false,rare_or_literary_vocabulary,较少见的疾病名称。
63f3438ede4879cfcb38d8fd,qinhuai_river,槳聲燈影裏的秦淮河,1164,1166,橋拱,qinhuai_river.txt,就到大中桥大中桥共有三个,桥拱,qiaogong,qiao gong,1:𫏋工 | 2:巧工 | 3:桥 | 4:巧 | 5:敲 | 6:乔 | 7:瞧 | 8:翘 | 9:俏 | 10:侨,,true,candidate_coverage_problem,普通名词“桥拱”，读音正确但未覆盖。
fc913df6b0fa2e5dfeb72fc2,moonlight_over_lotus_pond,荷塘月色,1164,1166,夏始,moonlight_over_lotus_pond.txt,萍开尔其纤腰束素迁延顾步,夏始,xiashi,xia shi,1:下士 | 2:下市 | 3:侠士 | 4:下世 | 5:暇时 | 6:匣式 | 7:下室 | 8:下石 | 9:暇食 | 10:霞石,,true,rare_or_literary_vocabulary,古典引文中的省略表达。
bf802b66b54216f66ed1b8a9,qinhuai_river,槳聲燈影裏的秦淮河,3045,3047,茶舫,qinhuai_river.txt,曾随著朋友去听过两次因为,茶舫,chafang,cha fang,1:查房 | 2:茶坊 | 3:查访 | 4:茶房 | 5:察访 | 6:差 | 7:查 | 8:茶 | 9:插 | 10:叉,,false,rare_or_literary_vocabulary,历史语境中的特定船只称谓。
f31f15dd1363c513584072ca,ahe,阿河,2146,2148,白中,ahe.txt,曲线尤其甜蜜可人她两颊是,白中,baizhong,bai zhong,1:百种 | 2:白种 | 3:摆钟 | 4:百中 | 5:白 | 6:百 | 7:摆 | 8:拜 | 9:败 | 10:柏,,true,segmentation_problem,“白中”是颜色结构的不完整片段。
bdfb7e135b935198321957da,moonlight_over_lotus_pond,荷塘月色,800,803,梵婀玲,moonlight_over_lotus_pond.txt,但光与影有着和谐的旋律如,梵婀玲,faneling,fan e ling,1:饭恶灵 | 2:犯恶 | 3:饭 | 4:反 | 5:烦 | 6:翻 | 7:凡 | 8:返 | 9:犯 | 10:范,,false,rare_or_literary_vocabulary,“梵婀玲”为历史音译词（小提琴）。
ff79b8adfae704e13cb6d802,qinhuai_river,槳聲燈影裏的秦淮河,1996,1998,蹲著,qinhuai_river.txt,赏鉴一会儿他自己却静静的,蹲著,dunzhu,dun zhu,1:炖煮 | 2:顿住 | 3:敦嘱 | 4:吨 | 5:顿 | 6:盾 | 7:炖 | 8:蹲 | 9:墩 | 10:敦,,true,pinyin_problem,“蹲著”中的“著”为动态助词，应读 zhe。
2182cc6f97e3b125b6a5af50,beiying,背影,1326,1328,再能,beiying.txt,布马褂的背影唉我不知何时,再能,zaineng,zai neng,1:在能 | 2:在 | 3:再 | 4:载 | 5:仔 | 6:宰 | 7:哉 | 8:栽 | 9:灾 | 10:崽,,true,segmentation_problem,“再能”是不完整的谓语片段。
1e29eed9380983b13b8f0aa5,ahe,阿河,3870,3872,地到,ahe.txt,却又一例茫然这样昏昏沉沉,地到,didao,di dao,1:地道 | 2:低到 | 3:滴道 | 4:抵到 | 5:堤道 | 6:递到 | 7:滴到 | 8:帝道 | 9:抵盗 | 10:抵达,,true,segmentation_problem,结构助词“地”与后续动词被错误合并。
5668a0d40c5bf3ff1018371c,qinhuai_river,槳聲燈影裏的秦淮河,5390,5392,亮著,qinhuai_river.txt,的河房里都大开了窗户里面,亮著,liangzhu,liang zhu,1:梁祝 | 2:良渚 | 3:梁柱 | 4:两注 | 5:两 | 6:量 | 7:亮 | 8:良 | 9:凉 | 10:梁,,true,pinyin_problem,“亮著”中的“著”为动态助词，应读 zhe。
9265618598d4a93d2a49c230,ahe,阿河,411,413,西間,ahe.txt,上楼下正中是客厅常是闲著,西间,xijian,xi jian,1:席间 | 2:溪涧 | 3:习见 | 4:息肩 | 5:稀见 | 6:歙肩 | 7:西涧 | 8:袭击 | 9:希冀 | 10:西吉,,false,candidate_coverage_problem,“西间”语义完整、读音正确，但候选未覆盖。
aafa2e84a53a2c3167a1ee8e,qinhuai_river,槳聲燈影裏的秦淮河,4785,4788,第二趟,qinhuai_river.txt,为之减色船夫大约因为要赶,第二趟,diertang,di er tang,1:第二汤 | 2:第二 | 3:地儿 | 4:迪尔 | 5:底儿 | 6:地 | 7:第 | 8:低 | 9:滴 | 10:底,,true,candidate_coverage_problem,常规序数+量词短语未被整体覆盖。
839b32823f462c8efd2370c4,ahe,阿河,1342,1344,常站,ahe.txt,我几乎是一个奇迹我现在是,常站,changzhan,chang zhan,1:场站 | 2:长 | 3:唱 | 4:常 | 5:厂 | 6:场 | 7:昌 | 8:尝 | 9:肠 | 10:畅,,false,segmentation_problem,“常站”是跨句法成分的偶然组合。
526079974912506317da5cea,spring,春,49,51,水長,spring.txt,欣然张开了眼山朗润起来了,水长,shuizhang,shui zhang,1:水仗 | 2:水涨 | 3:谁 | 4:水 | 5:睡 | 6:税 | 7:蜕 | 8:氵 | 9:涚 | 10:脽,,true,candidate_coverage_problem,“水长”在语境中读音正确，整体候选缺失。
3bd8ab38652f47e6b37145e8,qinhuai_river,槳聲燈影裏的秦淮河,1157,1160,大中橋,qinhuai_river.txt,东关头转弯不久就到大中桥,大中桥,dazhongqiao,da zhong qiao,1:大众桥 | 2:大众卡 | 3:大众 | 4:打中 | 5:大中 | 6:大钟 | 7:打肿 | 8:打钟 | 9:答中 | 10:打,,true,proper_name,桥名“大中桥”。
2009ce0aceaa97af3260c569,ahe,阿河,2040,2042,這全,ahe.txt,索儿上抖擞精神走著的女子,这全,zhequan,zhe quan,1:折券 | 2:宅券 | 3:褶曲 | 4:这 | 5:着 | 6:者 | 7:折 | 8:著 | 9:哲 | 10:遮,,true,segmentation_problem,“这全”是不完整句法片段。
a1b963d2a373b95313bdfa36,qinhuai_river,槳聲燈影裏的秦淮河,555,557,逗起,qinhuai_river.txt,过这烟霭在黯黯的水波里又,逗起,douqi,dou qi,1:斗气 | 2:豆萁 | 3:斗起 | 4:抖起 | 5:都齐 | 6:抖气 | 7:逗气 | 8:都 | 9:豆 | 10:斗,,true,candidate_coverage_problem,普通动补短语，读音正确但未覆盖。
f279087d3818202b14ace6b9,qinhuai_river,槳聲燈影裏的秦淮河,431,433,艙前,qinhuai_river.txt,个但在小船上更觉清隽罢了,舱前,cangqian,cang qian,1:苍铅 | 2:仓前 | 3:藏钱 | 4:藏起 | 5:仓 | 6:藏 | 7:苍 | 8:舱 | 9:沧 | 10:跄,,true,rare_or_literary_vocabulary,较少见的船舱方位表达。
66a93b0924ea086ba00cadc7,to_my_late_wife,給亡婦,2768,2770,日作,to_my_late_wife.txt,谦好好儿放心安睡吧你年月,日作,rizuo,ri zuo,1:日做 | 2:日租 | 3:日 | 4:鈤 | 5:驲 | 6:囸 | 7:釰 | 8:衵 | 9:ㄖ | 10:䒤,,false,segmentation_problem,“日作”来自跨边界切分，语义不完整。
daba68123a37834aaefc7d15,moonlight_over_lotus_pond,荷塘月色,649,651,中洗,moonlight_over_lotus_pond.txt,荷塘里叶子和花仿佛在牛乳,中洗,zhongxi,zhong xi,1:中西 | 2:中戏 | 3:种系 | 4:终夕 | 5:冢息 | 6:终席 | 7:中 | 8:种 | 9:重 | 10:仲,,true,segmentation_problem,“中洗”跨越介词结构与动词边界。
f27e6a18a4c0526945379ad8,ahe,阿河,3787,3789,飽飯,ahe.txt,话也没有说正如每日有三顿,饱饭,baofan,bao fan,1:包饭 | 2:报贩 | 3:煲饭 | 4:包 | 5:报 | 6:宝 | 7:抱 | 8:保 | 9:爆 | 10:暴,,false,candidate_coverage_problem,常规名词短语“饱饭”未覆盖。
ba1e705233e3b26d5e7fb498,qinhuai_river,槳聲燈影裏的秦淮河,1707,1709,著復,qinhuai_river.txt,是两次游秦淮河却都不曾见,著复,zhufu,zhu fu,1:祝福 | 2:嘱咐 | 3:主妇 | 4:主父 | 5:主傅 | 6:嘱付 | 7:祝付 | 8:诸父 | 9:麈拂 | 10:住,,true,segmentation_problem,“著复”由助词与后文错误拼接。
a9e10e1f2763512995377bb3,to_my_late_wife,給亡婦,459,461,按鐘,to_my_late_wife.txt,连四个都这样你起初不知道,按钟,anzhong,an zhong,1:暗中 | 2:案中 | 3:按 | 4:俺 | 5:安 | 6:案 | 7:暗 | 8:岸 | 9:鞍 | 10:氨,,false,candidate_coverage_problem,常规动宾词“按钟”未覆盖。
0997fe6615d0d006cd1270ec,to_my_late_wife,給亡婦,1016,1018,帶著,to_my_late_wife.txt,的心我知道你满想著好好儿,带著,daizhu,dai zhu,1:逮住 | 2:呆住 | 3:带 | 4:待 | 5:代 | 6:戴 | 7:呆 | 8:袋 | 9:贷 | 10:黛,,true,pinyin_problem,“带著”中的“著”为动态助词，应读 zhe。
1d5cddf45f9a5fcb03aa71dc,qinhuai_river,槳聲燈影裏的秦淮河,2723,2725,挽著,qinhuai_river.txt,支支美人的臂膊交互的缠著,挽著,wanzhu,wan zhu,1:挽住 | 2:万株 | 3:玩 | 4:万 | 5:完 | 6:晚 | 7:碗 | 8:湾 | 9:弯 | 10:丸,,true,pinyin_problem,“挽著”中的“著”为动态助词，应读 zhe。
929c8b0f4ac9ca4c80be86ac,spring,春,216,218,梨兒,spring.txt,树上仿佛已经满是桃儿杏儿,梨儿,lier,li er,1:里尔 | 2:李耳 | 3:里耳 | 4:离贰 | 5:例二 | 6:理儿 | 7:粒儿 | 8:里 | 9:李 | 10:离,,true,candidate_coverage_problem,普通儿化名词“梨儿”未覆盖。
4f120ad81b19517e013d1e44,qinhuai_river,槳聲燈影裏的秦淮河,2880,2882,大異,qinhuai_river.txt,线这一段光景和河中的风味,大异,dayi,da yi,1:大一 | 2:答疑 | 3:大意 | 4:大衣 | 5:打一 | 6:大义 | 7:大姨 | 8:大邑 | 9:达意 | 10:大易,,true,rare_or_literary_vocabulary,书面搭配“大异”频率较低。
3d54cf21f383bd24b0eb65c2,moonlight_over_lotus_pond,荷塘月色,476,478,如剛,moonlight_over_lotus_pond.txt,的明珠又如碧天里的星星又,如刚,rugang,ru gang,1:入港 | 2:如 | 3:入 | 4:乳 | 5:汝 | 6:儒 | 7:茹 | 8:辱 | 9:濡 | 10:孺,,false,segmentation_problem,“如刚”是不完整比喻结构。
b7b2929142451390fda3af9d,qinhuai_river,槳聲燈影裏的秦淮河,1504,1506,藏著,qinhuai_river.txt,呢郁丛丛的阴森森的又似乎,藏著,cangzhu,cang zhu,1:苍术 | 2:藏住 | 3:仓 | 4:藏 | 5:苍 | 6:舱 | 7:沧 | 8:跄 | 9:怆 | 10:蔵,,true,pinyin_problem,“藏著”中的“著”为动态助词，应读 zhe。
b4f4bc6a6cb2fa13c859dc07,qinhuai_river,槳聲燈影裏的秦淮河,4880,4882,載妓,qinhuai_river.txt,处才遇著一只来船这是一只,载妓,zaiji,zai ji,1:在即 | 2:仔鸡 | 3:在记 | 4:再寄 | 5:再挤 | 6:再记 | 7:载记 | 8:载籍 | 9:载机 | 10:在,,false,rare_or_literary_vocabulary,历史语境中的罕见组合“载妓”。
f8ea05927b3148f01c235a6e,qinhuai_river,槳聲燈影裏的秦淮河,379,381,放著,qinhuai_river.txt,用疏疏的栏杆支著里面通常,放著,fangzhu,fang zhu,1:房主 | 2:放逐 | 3:防住 | 4:方竹 | 5:防蛀 | 6:方柱 | 7:芳躅 | 8:放 | 9:方 | 10:房,,true,pinyin_problem,“放著”中的“著”为动态助词，应读 zhe。
c1a0dae8dc5d20d35f39a2ac,to_my_late_wife,給亡婦,950,952,邁兒,to_my_late_wife.txt,说送你回家你想著可以看见,迈儿,maier,mai er,1:迈尔 | 2:买 | 3:𧹒 | 4:卖 | 5:麦 | 6:埋 | 7:迈 | 8:脉 | 9:霾 | 10:売,,true,proper_name,人物名“迈儿”。
28409adba243e2b60fa84452,qinhuai_river,槳聲燈影裏的秦淮河,2824,2826,亮得,qinhuai_river.txt,到天际线了才有一两片白云,亮得,liangde,liang de,1:量的 | 2:亮的 | 3:凉的 | 4:量地 | 5:两德 | 6:两得 | 7:凉德 | 8:两 | 9:量 | 10:亮,,true,candidate_coverage_problem,普通补语短语“亮得”未覆盖。
18ee34e8aadf9111e7795920,qinhuai_river,槳聲燈影裏的秦淮河,3985,3987,騙著,qinhuai_river.txt,力去丑化未来呢我宁愿自己,骗著,pianzhu,pian zhu,1:偏注 | 2:片 | 3:篇 | 4:骗 | 5:偏 | 6:谝 | 7:翩 | 8:骈 | 9:囨 | 10:便,,true,pinyin_problem,“骗著”中的“著”为动态助词，应读 zhe。
acbf265e7dd5d7c7de472f37,moonlight_over_lotus_pond,荷塘月色,1134,1137,傳羽杯,moonlight_over_lotus_pond.txt,童媛女荡舟心许鹢首徐回兼,传羽杯,chuanyubei,chuan yu bei,1:传于被 | 2:传于 | 3:传语 | 4:传谕 | 5:川渝 | 6:穿窬 | 7:传 | 8:穿 | 9:船 | 10:川,,true,rare_or_literary_vocabulary,古典引文中的表达。
6fabdd377b57bddf9911bd04,moonlight_over_lotus_pond,荷塘月色,1323,1325,猛一,moonlight_over_lotus_pond.txt,我到底惦着江南了这样想着,猛一,mengyi,meng yi,1:梦呓 | 2:梦遗 | 3:蒙医 | 4:蒙毅 | 5:梦 | 6:猛 | 7:孟 | 8:蒙 | 9:盟 | 10:萌,,false,segmentation_problem,“猛一”是不完整的副词结构。
