interaction_id,work_id,work_title,source_start_offset,source_end_offset,source_original_target,source_original_processed_file,context,target,generated_pinyin,pinyin_syllables,polyphonic_flag,candidates,target_rank,pinyin_judgement,notes
0977872540fe4dd983f91dc7,moonlight_over_lotus_pond,荷塘月色,1194,1196,嬉游,moonlight_over_lotus_pond.txt,浅笑畏倾船而敛裾可见当时,嬉游,xiyou,xi you,true,1:稀有 | 2:西游 | 3:系有 | 4:嬉游 | 5:西柚 | 6:西有 | 7:希有 | 8:携幼 | 9:吸油 | 10:系由,4,correct,生成读音与该词在当前语境中的读音一致。
0520dec2f529e66c29177541,ahe,阿河,882,884,望前,ahe.txt,著水壶来往她的眼似乎总是,望前,wangqian,wang qian,true,1:往前 | 2:网前 | 3:网签 | 4:旺气 | 5:亡妻 | 6:王琦 | 7:王奇 | 8:望其 | 9:汪踦 | 10:望气,,correct,生成读音与该词在当前语境中的读音一致。
394f02830b36e4436bc5585d,ahe,阿河,3861,3863,茫然,ahe.txt,来覆去地做梦醒来却又一例,茫然,mangran,mang ran,true,1:茫然 | 2:芒然 | 3:莽然 | 4:忙 | 5:盲 | 6:芒 | 7:莽 | 8:茫 | 9:蟒 | 10:氓,1,correct,生成读音与该词在当前语境中的读音一致。
0e308f8f5af590f8e6ce1e4c,qinhuai_river,槳聲燈影裏的秦淮河,543,545,煙靄,qinhuai_river.txt,晕出一片朦胧的烟霭透过这,烟霭,yanai,yan ai,true,1:烟霭 | 2:延挨 | 3:眼 | 4:演 | 5:言 | 6:烟 | 7:严 | 8:燕 | 9:盐 | 10:岩,1,correct,生成读音与该词在当前语境中的读音一致。
85deb28efdbffbe8f7663869,beiying,背影,534,536,路上,beiying.txt,的紫毛大衣铺好坐位他嘱我,路上,lushang,lu shang,true,1:路上 | 2:陆上 | 3:录上 | 4:炉上 | 5:路 | 6:陆 | 7:录 | 8:鲁 | 9:卢 | 10:露,1,correct,生成读音与该词在当前语境中的读音一致。
65dbfe6f336bdff62fdbbfd6,to_my_late_wife,給亡婦,1287,1289,懷裡,to_my_late_wife.txt,这时候起你渐渐从你父亲的,怀里,huaili,huai li,true,1:怀里 | 2:坏 | 3:怀 | 4:淮 | 5:槐 | 6:踝 | 7:徊 | 8:壊 | 9:互爱 | 10:懐,1,correct,生成读音与该词在当前语境中的读音一致。
8f96f2c67be79a481f88a3ec,ahe,阿河,291,293,蟠曲,ahe.txt,莳著花草篱边还有几株枝干,蟠曲,panqu,pan qu,true,1:盘曲 | 2:蟠曲 | 3:拼去 | 4:盘 | 5:潘 | 6:判 | 7:盼 | 8:攀 | 9:畔 | 10:叛,2,correct,生成读音与该词在当前语境中的读音一致。
41badba265439b61931f43ae,ahe,阿河,4046,4048,可惜,ahe.txt,他突然将舌头一伸跳起来道,可惜,kexi,ke xi,true,1:可惜 | 2:可喜 | 3:科系 | 4:柯西 | 5:克西 | 6:客席 | 7:苛细 | 8:可携 | 9:可洗 | 10:可,1,correct,生成读音与该词在当前语境中的读音一致。
155d119aa92395b47df0de39,ahe,阿河,2420,2424,有意無意,ahe.txt,和其他三位小姐在书房里我,有意无意,youyiwuyi,you yi wu yi,true,1:有意无意 | 2:有义务 | 3:有意 | 4:友谊 | 5:有一 | 6:有益 | 7:优异 | 8:又一 | 9:右翼 | 10:又以,1,correct,生成读音与该词在当前语境中的读音一致。
fb42ad588fa101fda22cc894,ahe,阿河,3044,3046,阿河,ahe.txt,好走了我问韦君什么事他说,阿河,ahe,a he,true,1:啊和 | 2:啊 | 3:阿 | 4:吖 | 5:锕 | 6:嗄 | 7:呵 | 8:腌 | 9:吁 | 10:ㄚ,,correct,生成读音与该词在当前语境中的读音一致。
ff115463533693112d9f467a,ahe,阿河,4123,4125,去年,ahe.txt,然拍著桌子道有了老汪不是,去年,qunian,qu nian,true,1:去年 | 2:去念 | 3:娶你 | 4:去呢 | 5:去 | 6:区 | 7:取 | 8:曲 | 9:佢 | 10:娶,1,correct,生成读音与该词在当前语境中的读音一致。
7e98503d07192807ea0aa469,beiying,背影,450,452,他們,beiying.txt,小费才可过去他便又忙着和,他们,tamen,ta men,true,1:他们 | 2:它们 | 3:她们 | 4:牠们 | 5:塔门 | 6:他懑 | 7:他 | 8:她 | 9:它 | 10:塔,1,correct,生成读音与该词在当前语境中的读音一致。
9b9265dc7f37bc0348feb6bf,qinhuai_river,槳聲燈影裏的秦淮河,1911,1914,靜靜的,qinhuai_river.txt,的绿纱面幂似的它尽是这样,静静的,jingjingde,jing jing de,true,1:静静的 | 2:静静地 | 3:静静 | 4:青青 | 5:晶晶 | 6:菁菁 | 7:井井 | 8:京京 | 9:兢兢 | 10:誙誙,1,correct,生成读音与该词在当前语境中的读音一致。
99462ede2f374ef940575af3,ahe,阿河,864,866,看見,ahe.txt,后每天早上中上晚上我常常,看见,kanjian,kan jian,true,1:看见 | 2:坎肩 | 3:看剑 | 4:勘检 | 5:看 | 6:砍 | 7:坎 | 8:堪 | 9:刊 | 10:侃,1,correct,生成读音与该词在当前语境中的读音一致。
b76e9d41614c900857291023,ahe,阿河,3490,3492,什么,ahe.txt,意回婆家老愿意住在娘家是,什么,shenme,shen me,true,1:什么 | 2:甚么 | 3:神 | 4:沈 | 5:沉 | 6:深 | 7:身 | 8:甚 | 9:申 | 10:肾,1,correct,生成读音与该词在当前语境中的读音一致。
0d912c29d596448df4ab1ed7,beiying,背影,421,423,行李,beiying.txt,进了车站我买票他忙着照看,行李,xingli,xing li,true,1:行李 | 2:行礼 | 3:星历 | 4:性理 | 5:姓李 | 6:杏里 | 7:兴利 | 8:行 | 9:性 | 10:型,1,correct,生成读音与该词在当前语境中的读音一致。
313c766b588804cbd44b297d,ahe,阿河,2996,2998,不要,ahe.txt,人在我这里不要紧的快回去,不要,buyao,bu yao,true,1:不要 | 2:补药 | 3:步摇 | 4:不雅 | 5:补牙 | 6:不亚 | 7:捕衙 | 8:不 | 9:部 | 10:补,1,correct,生成读音与该词在当前语境中的读音一致。
27ebffbc9cbc795f31f0c7b3,qinhuai_river,槳聲燈影裏的秦淮河,2980,2982,唱些,qinhuai_river.txt,以歌为业的从前都在茶舫上,唱些,changxie,chang xie,true,1:长些 | 2:常写 | 3:场戏 | 4:唱戏 | 5:长媳 | 6:常洗 | 7:常吸 | 8:怅惜 | 9:长 | 10:唱,,correct,生成读音与该词在当前语境中的读音一致。
dfb56cbbb7b5e9ad74237d2d,ahe,阿河,3209,3211,打扮,ahe.txt,是借了阿桂的衣裳穿了去的,打扮,daban,da ban,true,1:打扮 | 2:大半 | 3:大阪 | 4:大班 | 5:大板 | 6:大办 | 7:打板 | 8:搭伴 | 9:搭班 | 10:达坂,1,correct,生成读音与该词在当前语境中的读音一致。
9f1f1d78209ec8bea66041a0,ahe,阿河,4334,4336,別墅,ahe.txt,转眼已到了春假我再到韦君,别墅,bieshu,bie shu,true,1:别墅 | 2:别输 | 3:别数 | 4:别束 | 5:别 | 6:憋 | 7:鳖 | 8:瘪 | 9:吡 | 10:莂,1,correct,生成读音与该词在当前语境中的读音一致。
f9fd5318019d9e54cbdbc7f3,qinhuai_river,槳聲燈影裏的秦淮河,4972,4974,耳際,qinhuai_river.txt,过去时余音还袅袅的在我们,耳际,erji,er ji,true,1:耳机 | 2:二级 | 3:二季 | 4:二极 | 5:二集 | 6:耳际 | 7:二技 | 8:耳疾 | 9:樲棘 | 10:而,6,correct,生成读音与该词在当前语境中的读音一致。
43962f302677e8111800751b,spring,春,114,116,兩個,spring.txt,片一大片满是的坐着躺着打,两个,liangge,liang ge,true,1:两个 | 2:两格 | 3:亮槅 | 4:两 | 5:量 | 6:亮 | 7:良 | 8:凉 | 9:梁 | 10:辆,1,correct,生成读音与该词在当前语境中的读音一致。
b3cf32363db10a5ec6ea7839,qinhuai_river,槳聲燈影裏的秦淮河,2693,2695,它們,qinhuai_river.txt,树淡淡的影子在水里摇曳著,它们,tamen,ta men,true,1:他们 | 2:它们 | 3:她们 | 4:牠们 | 5:塔门 | 6:他懑 | 7:他 | 8:她 | 9:它 | 10:塔,2,correct,生成读音与该词在当前语境中的读音一致。
ea0a07c8b2431db9ea5eea51,to_my_late_wife,給亡婦,2252,2254,那回,to_my_late_wife.txt,候病的人你是领教过一回的,那回,nahui,na hui,true,1:那会 | 2:拿回 | 3:哪会 | 4:那回 | 5:哪回 | 6:纳贿 | 7:那 | 8:拿 | 9:哪 | 10:纳,4,correct,生成读音与该词在当前语境中的读音一致。
2d6f3d7027048c1fefdb57a9,qinhuai_river,槳聲燈影裏的秦淮河,1781,1783,此地,qinhuai_river.txt,的微风暑气已渐渐消散到了,此地,cidi,ci di,true,1:此地 | 2:次第 | 3:次 | 4:此 | 5:词 | 6:刺 | 7:辞 | 8:赐 | 9:磁 | 10:瓷,1,correct,生成读音与该词在当前语境中的读音一致。
8162f7705bb198f4ff39c53d,qinhuai_river,槳聲燈影裏的秦淮河,848,850,沈沉,qinhuai_river.txt,了等到灯火明时阴阴的变为,沈沉,shenchen,shen chen,true,1:深沉 | 2:参辰 | 3:神 | 4:沈 | 5:沉 | 6:深 | 7:身 | 8:甚 | 9:申 | 10:肾,,incorrect,“沈沉”在此为‘沉沉’，应读 chenchen；首字不应读 shen。
b9814c6e2ceb733ad6fa4f95,to_my_late_wife,給亡婦,1794,1796,怎麼,to_my_late_wife.txt,家一辈子还多谦你那样身子,怎么,zenme,zen me,true,1:怎么 | 2:怎 | 3:谮 | 4:囎 | 5:譛 | 6:㻸 | 7:䫈,1,correct,生成读音与该词在当前语境中的读音一致。
61cf6795a87d094d46701d60,beiying,背影,1133,1135,大事,beiying.txt,出外谋生独立支持做了许多,大事,dashi,da shi,true,1:大师 | 2:大事 | 3:大使 | 4:大势 | 5:大市 | 6:大石 | 7:打湿 | 8:大匙 | 9:大士 | 10:达士,2,correct,生成读音与该词在当前语境中的读音一致。
79f7136a0522fddffbd0790c,ahe,阿河,3195,3197,原是,ahe.txt,问这些事做什么她昨天回去,原是,yuanshi,yuan shi,true,1:原始 | 2:院士 | 3:原是 | 4:源氏 | 5:元始 | 6:元氏 | 7:远视 | 8:元史 | 9:原式 | 10:原诗,3,correct,生成读音与该词在当前语境中的读音一致。
05688acccde53328ac487b28,moonlight_over_lotus_pond,荷塘月色,236,238,一個,moonlight_over_lotus_pond.txt,月光也还是淡淡的路上只我,一个,yige,yi ge,true,1:一个 | 2:一哥 | 3:一格 | 4:亿个 | 5:一隔 | 6:一割 | 7:伊格 | 8:倚歌 | 9:夷歌 | 10:抑割,1,correct,生成读音与该词在当前语境中的读音一致。
7b9e84f95fd96c7a4d8e0a0e,ahe,阿河,1738,1740,到底,ahe.txt,刹那间念头转了好几个圈子,到底,daodi,dao di,true,1:到底 | 2:倒地 | 3:到第 | 4:道地 | 5:道谛 | 6:稻地 | 7:到 | 8:道 | 9:倒 | 10:刀,1,correct,生成读音与该词在当前语境中的读音一致。
20cddcad05b4712f4d7fb527,to_my_late_wife,給亡婦,2378,2380,大夫,to_my_late_wife.txt,就坐起来我渐渐有些奇怪让,大夫,dafu,da fu,true,1:大幅 | 2:大夫 | 3:答复 | 4:大副 | 5:大富 | 6:大父 | 7:大福 | 8:大釜 | 9:大斧 | 10:达夫,2,correct,生成读音与该词在当前语境中的读音一致。
258bc42b34681960d77ec3e7,qinhuai_river,槳聲燈影裏的秦淮河,1748,1750,盛夏,qinhuai_river.txt,的我想不见倒也好这时正是,盛夏,shengxia,sheng xia,true,1:剩下 | 2:省下 | 3:生下 | 4:盛夏 | 5:賸下 | 6:升遐 | 7:省辖 | 8:生息 | 9:升息 | 10:声息,4,correct,生成读音与该词在当前语境中的读音一致。
89b3f9be03a5cde58c2ae2c4,qinhuai_river,槳聲燈影裏的秦淮河,1277,1279,多年,qinhuai_river.txt,该有街路这些房子都破旧了,多年,duonian,duo nian,true,1:多年 | 2:躲年 | 3:多尼 | 4:躲你 | 5:多 | 6:躲 | 7:夺 | 8:朵 | 9:堕 | 10:剁,1,correct,生成读音与该词在当前语境中的读音一致。
b92aae2356d9d0699f639f51,congcong,匆匆,452,456,千門萬戶,congcong.txt,过了在逃去如飞的日子里在,千门万户,qianmenwanhu,qian men wan hu,true,1:千门万户 | 2:前门 | 3:千门 | 4:遣闷 | 5:钱 | 6:前 | 7:千 | 8:咁 | 9:签 | 10:干,1,correct,生成读音与该词在当前语境中的读音一致。
2eb887aff6e9b740c0df96da,qinhuai_river,槳聲燈影裏的秦淮河,308,310,不及,qinhuai_river.txt,纹也颇悦人目七板子规模虽,不及,buji,bu ji,true,1:不给 | 2:不及 | 3:不急 | 4:补给 | 5:不计 | 6:不羁 | 7:布吉 | 8:不济 | 9:部级 | 10:补剂,2,correct,生成读音与该词在当前语境中的读音一致。
cb94ba53d0d73024ffa90900,to_my_late_wife,給亡婦,1841,1843,不少,to_my_late_wife.txt,你你为我的捞什子书也费了,不少,bushao,bu shao,true,1:不少 | 2:步哨 | 3:布哨 | 4:不傻 | 5:捕杀 | 6:不 | 7:部 | 8:补 | 9:布 | 10:步,1,correct,生成读音与该词在当前语境中的读音一致。
c72618cd86ca56c618074d17,ahe,阿河,414,416,吃飯,ahe.txt,正中是客厅常是闲著西间是,吃饭,chifan,chi fan,true,1:吃饭 | 2:吃 | 3:持 | 4:池 | 5:迟 | 6:赤 | 7:尺 | 8:齿 | 9:痴 | 10:驰,1,correct,生成读音与该词在当前语境中的读音一致。
e9537b74fdef7a5aed5ed59d,to_my_late_wife,給亡婦,2515,2517,回家,to_my_late_wife.txt,何尝想到这个父亲告诉我你,回家,huijia,hui jia,true,1:回家 | 2:汇价 | 3:会加 | 4:会家 | 5:汇集 | 6:惠及 | 7:回击 | 8:徽记 | 9:惠济 | 10:会籍,1,correct,生成读音与该词在当前语境中的读音一致。
ac409ab8530ab64be41fa98a,qinhuai_river,槳聲燈影裏的秦淮河,619,621,這時,qinhuai_river.txt,大小船儿如何载得起呀我们,这时,zheshi,zhe shi,true,1:这是 | 2:这时 | 3:这事 | 4:这使 | 5:赭石 | 6:折实 | 7:镝矢 | 8:这世 | 9:遮饰 | 10:这,2,correct,生成读音与该词在当前语境中的读音一致。
af361b635352c3a8d66e988b,beiying,背影,158,160,這些,beiying.txt,亲还了亏空又借钱办了丧事,这些,zhexie,zhe xie,true,1:这些 | 2:浙西 | 3:慑息 | 4:慴息 | 5:这 | 6:着 | 7:者 | 8:折 | 9:著 | 10:哲,1,correct,生成读音与该词在当前语境中的读音一致。
e3f2578f86b73067a3910655,qinhuai_river,槳聲燈影裏的秦淮河,832,834,之境,qinhuai_river.txt,之想一面又憧憬著纸醉金迷,之境,zhijing,zhi jing,true,1:致敬 | 2:直径 | 3:止境 | 4:之境 | 5:只经 | 6:贽敬 | 7:治警 | 8:执竞 | 9:雉经 | 10:之,4,correct,生成读音与该词在当前语境中的读音一致。
b93bf625f7ae91c59cbfce40,qinhuai_river,槳聲燈影裏的秦淮河,4657,4660,不大覺,qinhuai_river.txt,切的倾向民众的力量在他是,不大觉,budajue,bu da jue,true,1:不大角 | 2:不大 | 3:不打 | 4:不答 | 5:不搭 | 6:布达 | 7:不达 | 8:步打 | 9:不 | 10:部,,correct,生成读音与该词在当前语境中的读音一致。
7018d38ecd0df6d9490e1853,to_my_late_wife,給亡婦,656,658,他們,to_my_late_wife.txt,留在家里三年多还不能去接,他们,tamen,ta men,true,1:他们 | 2:它们 | 3:她们 | 4:牠们 | 5:塔门 | 6:他懑 | 7:他 | 8:她 | 9:它 | 10:塔,1,correct,生成读音与该词在当前语境中的读音一致。
acf5b011956a24e851209752,ahe,阿河,54,56,不盡,ahe.txt,一片淡蓝的湖水对岸环拥著,不尽,bujin,bu jin,true,1:不仅 | 2:不禁 | 3:不尽 | 4:不进 | 5:步进 | 6:不近 | 7:布巾 | 8:不紧 | 9:补进 | 10:不矜,3,correct,生成读音与该词在当前语境中的读音一致。
14ea83035258d046a71daa68,qinhuai_river,槳聲燈影裏的秦淮河,2945,2947,遇著,qinhuai_river.txt,是天之所以厚我们了这时却,遇著,yuzhu,yu zhu,true,1:预祝 | 2:玉柱 | 3:玉珠 | 4:玉竹 | 5:雨珠 | 6:玉烛 | 7:玉箸 | 8:玉麈 | 9:与 | 10:于,,incorrect,“遇著”中的“著”为动态助词，应读 zhe；生成了 zhu。
02bc6e75d88bf3dbc7240dab,ahe,阿河,4204,4206,事是,ahe.txt,说我和他说他不信要问你呢,事是,shishi,shi shi,true,1:事实 | 2:实施 | 3:试试 | 4:实时 | 5:史诗 | 6:适时 | 7:时时 | 8:史实 | 9:逝世 | 10:事事,,correct,生成读音与该词在当前语境中的读音一致。
960226d760587499a82d5990,qinhuai_river,槳聲燈影裏的秦淮河,1317,1319,房子,qinhuai_river.txt,在这样宏阔的桥上特地盖了,房子,fangzi,fang zi,true,1:房子 | 2:方子 | 3:坊子 | 4:方字 | 5:放恣 | 6:枋子 | 7:放 | 8:方 | 9:房 | 10:防,1,correct,生成读音与该词在当前语境中的读音一致。
c2e93babc246b1ee62388363,ahe,阿河,2052,2054,太軟,ahe.txt,子这全由于她的腰她的腰真,太软,tairuan,tai ruan,true,1:太软 | 2:抬入 | 3:太 | 4:台 | 5:泰 | 6:抬 | 7:胎 | 8:态 | 9:钛 | 10:肽,1,correct,生成读音与该词在当前语境中的读音一致。
d54759abe4cdd1f44d07aa2e,ahe,阿河,2042,2044,由于,ahe.txt,上抖擞精神走著的女子这全,由于,youyu,you yu,true,1:由于 | 2:犹豫 | 3:优于 | 4:忧郁 | 5:有余 | 6:鱿鱼 | 7:有雨 | 8:又与 | 9:优育 | 10:游鱼,1,correct,生成读音与该词在当前语境中的读音一致。
0dca17fb6ebc58c06d759a11,qinhuai_river,槳聲燈影裏的秦淮河,3836,3838,歌聲,qinhuai_river.txt,种不足之感我这时被四面的,歌声,gesheng,ge sheng,true,1:歌声 | 2:各省 | 3:个省 | 4:各胜 | 5:各生 | 6:各升 | 7:各剩 | 8:隔声 | 9:割剩 | 10:葛生,1,correct,生成读音与该词在当前语境中的读音一致。
4eb432250904f4f121aa7ec8,to_my_late_wife,給亡婦,1068,1070,可是,to_my_late_wife.txt,只有我不错那时你父亲还在,可是,keshi,ke shi,true,1:可是 | 2:科室 | 3:课时 | 4:可使 | 5:可视 | 6:课室 | 7:客室 | 8:可食 | 9:克什 | 10:刻石,1,correct,生成读音与该词在当前语境中的读音一致。
f57a8f814cb3c1ed7bed3ec1,moonlight_over_lotus_pond,荷塘月色,1318,1320,這樣,moonlight_over_lotus_pond.txt,行的这令我到底惦着江南了,这样,zheyang,zhe yang,true,1:这样 | 2:遮阳 | 3:这 | 4:着 | 5:者 | 6:折 | 7:著 | 8:哲 | 9:遮 | 10:浙,1,correct,生成读音与该词在当前语境中的读音一致。
623dfe130ff625a07c826cbb,to_my_late_wife,給亡婦,42,44,這些,to_my_late_wife.txt,变化了多少回但你未必注意,这些,zhexie,zhe xie,true,1:这些 | 2:浙西 | 3:慑息 | 4:慴息 | 5:这 | 6:着 | 7:者 | 8:折 | 9:著 | 10:哲,1,correct,生成读音与该词在当前语境中的读音一致。
5bf22f454ac7d058df414d6e,qinhuai_river,槳聲燈影裏的秦淮河,2641,2643,天是,qinhuai_river.txt,晚妆才罢盈盈的上了柳梢头,天是,tianshi,tian shi,true,1:天使 | 2:甜食 | 3:天时 | 4:天师 | 5:舔食 | 6:恬适 | 7:舔舐 | 8:填实 | 9:舔拭 | 10:堤岸市,,correct,生成读音与该词在当前语境中的读音一致。
59cdc2cb1a9d241d12b68bb8,qinhuai_river,槳聲燈影裏的秦淮河,5299,5301,不足,qinhuai_river.txt,愈显活跃了这时我们都有了,不足,buzu,bu zu,true,1:不足 | 2:补足 | 3:部族 | 4:步足 | 5:逋租 | 6:不阻 | 7:步卒 | 8:部卒 | 9:不 | 10:部,1,correct,生成读音与该词在当前语境中的读音一致。
cf52685dd180123145df7707,qinhuai_river,槳聲燈影裏的秦淮河,3055,3057,覺得,qinhuai_river.txt,次因为茶舫里的人脸太多了,觉得,juede,jue de,true,1:觉得 | 2:觉的 | 3:掘地 | 4:绝的 | 5:角的 | 6:觉 | 7:绝 | 8:巨额 | 9:决 | 10:诀,1,correct,生成读音与该词在当前语境中的读音一致。
b4aba81a4c1da43f620e46fc,to_my_late_wife,給亡婦,1347,1349,家裡,to_my_late_wife.txt,多气又因为我家的缘故受你,家里,jiali,jia li,true,1:家里 | 2:佳丽 | 3:加里 | 4:嘉里 | 5:加力 | 6:嘉黎 | 7:佳里 | 8:嘉礼 | 9:假吏 | 10:加利,1,correct,生成读音与该词在当前语境中的读音一致。
4dd42cbc521074ca20e2026a,qinhuai_river,槳聲燈影裏的秦淮河,3177,3179,她們,qinhuai_river.txt,很张皇了她们也乘著七板子,她们,tamen,ta men,true,1:他们 | 2:它们 | 3:她们 | 4:牠们 | 5:塔门 | 6:他懑 | 7:他 | 8:她 | 9:它 | 10:塔,3,correct,生成读音与该词在当前语境中的读音一致。
362557f2209a931044c83aa2,beiying,背影,99,101,不禁,beiying.txt,满院狼藉的东西又想起祖母,不禁,bujin,bu jin,true,1:不仅 | 2:不禁 | 3:不尽 | 4:不进 | 5:步进 | 6:不近 | 7:布巾 | 8:不紧 | 9:补进 | 10:不矜,2,correct,生成读音与该词在当前语境中的读音一致。
25f81ff5ca05191a5c636a08,ahe,阿河,2405,2407,小姐,ahe.txt,照例地睡午觉去了只有我韦,小姐,xiaojie,xiao jie,true,1:小姐 | 2:小节 | 3:小结 | 4:消解 | 5:小杰 | 6:小街 | 7:小解 | 8:小截 | 9:酵解 | 10:小劫,1,correct,生成读音与该词在当前语境中的读音一致。
fdbb7c6298b5713a165c5fa6,to_my_late_wife,給亡婦,854,856,這樣,to_my_late_wife.txt,成了这也难怪你你自己便是,这样,zheyang,zhe yang,true,1:这样 | 2:遮阳 | 3:这 | 4:着 | 5:者 | 6:折 | 7:著 | 8:哲 | 9:遮 | 10:浙,1,correct,生成读音与该词在当前语境中的读音一致。
b7b2929142451390fda3af9d,qinhuai_river,槳聲燈影裏的秦淮河,1504,1506,藏著,qinhuai_river.txt,呢郁丛丛的阴森森的又似乎,藏著,cangzhu,cang zhu,true,1:苍术 | 2:藏住 | 3:仓 | 4:藏 | 5:苍 | 6:舱 | 7:沧 | 8:跄 | 9:怆 | 10:蔵,,incorrect,“藏著”中的“著”为动态助词，应读 zhe；生成了 zhu。
a496dab259f11a76caccbbed,moonlight_over_lotus_pond,荷塘月色,301,303,一個,moonlight_over_lotus_pond.txt,静爱群居也爱独处像今晚上,一个,yige,yi ge,true,1:一个 | 2:一哥 | 3:一格 | 4:亿个 | 5:一隔 | 6:一割 | 7:伊格 | 8:倚歌 | 9:夷歌 | 10:抑割,1,correct,生成读音与该词在当前语境中的读音一致。
5f86ec45fc7ec99e0db72a67,qinhuai_river,槳聲燈影裏的秦淮河,2645,2647,可愛,qinhuai_river.txt,盈盈的上了柳梢头天是蓝得,可爱,keai,ke ai,true,1:可爱 | 2:可哀 | 3:渴爱 | 4:可 | 5:课 | 6:克 | 7:科 | 8:客 | 9:刻 | 10:壳,1,correct,生成读音与该词在当前语境中的读音一致。
