author,scope,rank,target,count,share
Agent Phage,Fit,2,了,116,0.0038666666666666667
Agent Phage,Fit,3,在,93,0.0031
Agent Phage,Fit,4,我,66,0.0022
Agent Phage,Fit,5,你,64,0.0021333333333333334
Agent Phage,Fit,6,是,59,0.0019666666666666665
Agent Phage,Fit,7,被,46,0.0015333333333333334
Agent Phage,Fit,8,与,45,0.0015
Agent Phage,Fit,9,对,45,0.0015
Agent Phage,Fit,10,我们,38,0.0012666666666666666
Agent Phage,Fit,11,也,33,0.0011
Agent Phage,Fit,12,将,33,0.0011
Agent Phage,Fit,13,这,32,0.0010666666666666667
Agent Phage,Fit,14,她,31,0.0010333333333333334
Agent Phage,Fit,15,有,29,0.0009666666666666667
Agent Phage,Fit,16,会,27,0.0009
Agent Phage,Fit,17,相关,25,0.0008333333333333334
Agent Phage,Fit,18,着,24,0.0008
Agent Phage,Fit,19,上,23,0.0007666666666666667
Agent Phage,Fit,20,实体,23,0.0007666666666666667
Agent Phage,Fit,21,但,22,0.0007333333333333333
Agent Phage,Fit,22,收容,22,0.0007333333333333333
Agent Phage,Fit,23,而,22,0.0007333333333333333
Agent Phage,Fit,24,自己,22,0.0007333333333333333
Agent Phage,Fit,25,不,21,0.0007
Agent Phage,Fit,26,没有,21,0.0007
Agent Phage,Fit,27,什么,20,0.0006666666666666666
Agent Phage,Fit,28,后,20,0.0006666666666666666
Agent Phage,Fit,29,就,20,0.0006666666666666666
Agent Phage,Fit,30,该,20,0.0006666666666666666
Agent Phage,Fit,31,进行,20,0.0006666666666666666
Agent Phage,Fit,32,他们,19,0.0006333333333333333
Agent Phage,Fit,33,并,19,0.0006333333333333333
Agent Phage,Fit,34,异常,19,0.0006333333333333333
Agent Phage,Fit,35,项目,19,0.0006333333333333333
Agent Phage,Fit,36,一个,18,0.0006
Agent Phage,Fit,37,您,18,0.0006
Agent Phage,Fit,38,他,17,0.0005666666666666667
Agent Phage,Fit,39,可能,17,0.0005666666666666667
Agent Phage,Fit,40,能,17,0.0005666666666666667
Agent Phage,Fit,41,那,17,0.0005666666666666667
Agent Phage,Fit,42,人,16,0.0005333333333333334
Agent Phage,Fit,43,其,16,0.0005333333333333334
Agent Phage,Fit,44,到,16,0.0005333333333333334
Agent Phage,Fit,45,没,16,0.0005333333333333334
Agent Phage,Fit,46,这个,16,0.0005333333333333334
Agent Phage,Fit,47,下,15,0.0005
Agent Phage,Fit,48,不是,15,0.0005
Agent Phage,Fit,49,人员,15,0.0005
Agent Phage,Fit,50,把,15,0.0005
Agent Phage,Fit,51,说,15,0.0005
Agent Phage,Fit,52,发现,14,0.00046666666666666666
Agent Phage,Fit,53,最终,14,0.00046666666666666666
Agent Phage,Fit,54,都,14,0.00046666666666666666
Agent Phage,Fit,55,一,13,0.0004333333333333333
Agent Phage,Fit,56,为,13,0.0004333333333333333
Agent Phage,Fit,57,从,13,0.0004333333333333333
Agent Phage,Fit,58,你们,13,0.0004333333333333333
Agent Phage,Fit,59,基金会,13,0.0004333333333333333
Agent Phage,Fit,60,情况,13,0.0004333333333333333
Agent Phage,Fit,61,出现,12,0.0004
Agent Phage,Fit,62,很,12,0.0004
Agent Phage,Fit,63,这些,12,0.0004
Agent Phage,Fit,64,于,11,0.00036666666666666667
Agent Phage,Fit,65,以,11,0.00036666666666666667
Agent Phage,Fit,66,和,11,0.00036666666666666667
Agent Phage,Fit,67,如果,11,0.00036666666666666667
Agent Phage,Fit,68,无法,11,0.00036666666666666667
Agent Phage,Fit,69,时,11,0.00036666666666666667
Agent Phage,Fit,70,现在,11,0.00036666666666666667
Agent Phage,Fit,71,真的,11,0.00036666666666666667
Agent Phage,Fit,72,还,11,0.00036666666666666667
Agent Phage,Fit,73,中,10,0.0003333333333333333
Agent Phage,Fit,74,也是,10,0.0003333333333333333
Agent Phage,Fit,75,内,10,0.0003333333333333333
Agent Phage,Fit,76,吗,10,0.0003333333333333333
Agent Phage,Fit,77,奇术,10,0.0003333333333333333
Agent Phage,Fit,78,已经,10,0.0003333333333333333
Agent Phage,Fit,79,开始,10,0.0003333333333333333
Agent Phage,Fit,80,想,10,0.0003333333333333333
Agent Phage,Fit,81,我的,10,0.0003333333333333333
Agent Phage,Fit,82,的异常,10,0.0003333333333333333
Agent Phage,Fit,83,需要,10,0.0003333333333333333
Agent Phage,Fit,84,一下,9,0.0003
Agent Phage,Fit,85,不过,9,0.0003
Agent Phage,Fit,86,以及,9,0.0003
Agent Phage,Fit,87,可以,9,0.0003
Agent Phage,Fit,88,多,9,0.0003
Agent Phage,Fit,89,好,9,0.0003
Agent Phage,Fit,90,存在,9,0.0003
Agent Phage,Fit,91,它,9,0.0003
Agent Phage,Fit,92,完全,9,0.0003
Agent Phage,Fit,93,所,9,0.0003
Agent Phage,Fit,94,攻击,9,0.0003
Agent Phage,Fit,95,的人,9,0.0003
Agent Phage,Fit,96,至,9,0.0003
Agent Phage,Fit,97,让,9,0.0003
Agent Phage,Fit,98,记录,9,0.0003
Agent Phage,Fit,99,这是,9,0.0003
Agent Phage,Fit,100,里,9,0.0003
Agent Phage,Validation,1,的,52,0.013
Agent Phage,Validation,2,了,19,0.00475
Agent Phage,Validation,3,在,16,0.004
Agent Phage,Validation,4,你,11,0.00275
Agent Phage,Validation,5,是,11,0.00275
Agent Phage,Validation,6,有,8,0.002
Agent Phage,Validation,7,不,7,0.00175
Agent Phage,Validation,8,也,7,0.00175
Agent Phage,Validation,9,我,7,0.00175
Agent Phage,Validation,10,都,7,0.00175
Agent Phage,Validation,11,这,6,0.0015
Agent Phage,Validation,12,他们,5,0.00125
Agent Phage,Validation,13,怎么,5,0.00125
Agent Phage,Validation,14,一个,4,0.001
Agent Phage,Validation,15,什么,4,0.001
Agent Phage,Validation,16,你的,4,0.001
Agent Phage,Validation,17,其,4,0.001
Agent Phage,Validation,18,写,4,0.001
Agent Phage,Validation,19,到,4,0.001
Agent Phage,Validation,20,又,4,0.001
Agent Phage,Validation,21,吗,4,0.001
Agent Phage,Validation,22,啊,4,0.001
Agent Phage,Validation,23,她,4,0.001
Agent Phage,Validation,24,就是,4,0.001
Agent Phage,Validation,25,所以,4,0.001
Agent Phage,Validation,26,没有,4,0.001
Agent Phage,Validation,27,着,4,0.001
Agent Phage,Validation,28,许多,4,0.001
Agent Phage,Validation,29,说,4,0.001
Agent Phage,Validation,30,里,4,0.001
Agent Phage,Validation,31,与,3,0.00075
Agent Phage,Validation,32,便乘机,3,0.00075
Agent Phage,Validation,33,出来,3,0.00075
Agent Phage,Validation,34,吧,3,0.00075
Agent Phage,Validation,35,呢,3,0.00075
Agent Phage,Validation,36,季思焚,3,0.00075
Agent Phage,Validation,37,当时,3,0.00075
Agent Phage,Validation,38,感觉,3,0.00075
Agent Phage,Validation,39,我们,3,0.00075
Agent Phage,Validation,40,时,3,0.00075
Agent Phage,Validation,41,时候,3,0.00075
Agent Phage,Validation,42,有趣,3,0.00075
Agent Phage,Validation,43,没,3,0.00075
Agent Phage,Validation,44,爆发点,3,0.00075
Agent Phage,Validation,45,的嘛,3,0.00075
Agent Phage,Validation,46,站点,3,0.00075
Agent Phage,Validation,47,而,3,0.00075
Agent Phage,Validation,48,这个,3,0.00075
Agent Phage,Validation,49,那,3,0.00075
Agent Phage,Validation,50,上,2,0.0005
Agent Phage,Validation,51,不得了,2,0.0005
Agent Phage,Validation,52,东西,2,0.0005
Agent Phage,Validation,53,个,2,0.0005
Agent Phage,Validation,54,个人,2,0.0005
Agent Phage,Validation,55,为,2,0.0005
Agent Phage,Validation,56,为什么,2,0.0005
Agent Phage,Validation,57,之前,2,0.0005
Agent Phage,Validation,58,以及,2,0.0005
Agent Phage,Validation,59,但,2,0.0005
Agent Phage,Validation,60,但是,2,0.0005
Agent Phage,Validation,61,作品,2,0.0005
Agent Phage,Validation,62,信心,2,0.0005
Agent Phage,Validation,63,创作,2,0.0005
Agent Phage,Validation,64,去,2,0.0005
Agent Phage,Validation,65,只是,2,0.0005
Agent Phage,Validation,66,后,2,0.0005
Agent Phage,Validation,67,周围,2,0.0005
Agent Phage,Validation,68,味道,2,0.0005
Agent Phage,Validation,69,和,2,0.0005
Agent Phage,Validation,70,因为,2,0.0005
Agent Phage,Validation,71,因为我,2,0.0005
Agent Phage,Validation,72,士兵,2,0.0005
Agent Phage,Validation,73,学会,2,0.0005
Agent Phage,Validation,74,它,2,0.0005
Agent Phage,Validation,75,它便宜,2,0.0005
Agent Phage,Validation,76,定制者,2,0.0005
Agent Phage,Validation,77,对,2,0.0005
Agent Phage,Validation,78,就,2,0.0005
Agent Phage,Validation,79,待,2,0.0005
Agent Phage,Validation,80,怎么想的,2,0.0005
Agent Phage,Validation,81,想,2,0.0005
Agent Phage,Validation,82,想法,2,0.0005
Agent Phage,Validation,83,成为,2,0.0005
Agent Phage,Validation,84,所,2,0.0005
Agent Phage,Validation,85,才,2,0.0005
Agent Phage,Validation,86,接触,2,0.0005
Agent Phage,Validation,87,时间,2,0.0005
Agent Phage,Validation,88,星空,2,0.0005
Agent Phage,Validation,89,更,2,0.0005
Agent Phage,Validation,90,最终,2,0.0005
Agent Phage,Validation,91,有人,2,0.0005
Agent Phage,Validation,92,有点,2,0.0005
Agent Phage,Validation,93,有趣的,2,0.0005
Agent Phage,Validation,94,木星,2,0.0005
Agent Phage,Validation,95,来写,2,0.0005
Agent Phage,Validation,96,根据,2,0.0005
Agent Phage,Validation,97,模因,2,0.0005
Agent Phage,Validation,98,洞穴,2,0.0005
Agent Phage,Validation,99,现实,2,0.0005
Agent Phage,Validation,100,留下,2,0.0005
Agent Phage,Test,1,的,111,0.013875
Agent Phage,Test,2,了,33,0.004125
Agent Phage,Test,3,是,25,0.003125
Agent Phage,Test,4,掩盖,19,0.002375
Agent Phage,Test,5,我,18,0.00225
Agent Phage,Test,6,在,17,0.002125
Agent Phage,Test,7,就,14,0.00175
Agent Phage,Test,8,你,13,0.001625
Agent Phage,Test,9,啊,10,0.00125
Agent Phage,Test,10,就是,10,0.00125
Agent Phage,Test,11,也,9,0.001125
Agent Phage,Test,12,异常,9,0.001125
Agent Phage,Test,13,这,9,0.001125
Agent Phage,Test,14,与,8,0.001
Agent Phage,Test,15,写,8,0.001
Agent Phage,Test,16,被,8,0.001
Agent Phage,Test,17,说,8,0.001
Agent Phage,Test,18,都,8,0.001
Agent Phage,Test,19,可以,7,0.000875
Agent Phage,Test,20,基金会,7,0.000875
Agent Phage,Test,21,我们,7,0.000875
Agent Phage,Test,22,没有,7,0.000875
Agent Phage,Test,23,好,6,0.00075
Agent Phage,Test,24,完全,6,0.00075
Agent Phage,Test,25,并,6,0.00075
Agent Phage,Test,26,很,6,0.00075
Agent Phage,Test,27,把,6,0.00075
Agent Phage,Test,28,掩盖协议,6,0.00075
Agent Phage,Test,29,有,6,0.00075
Agent Phage,Test,30,着,6,0.00075
Agent Phage,Test,31,那,6,0.00075
Agent Phage,Test,32,不,5,0.000625
Agent Phage,Test,33,不是,5,0.000625
Agent Phage,Test,34,人,5,0.000625
Agent Phage,Test,35,他们,5,0.000625
Agent Phage,Test,36,但,5,0.000625
Agent Phage,Test,37,可能,5,0.000625
Agent Phage,Test,38,和,5,0.000625
Agent Phage,Test,39,她,5,0.000625
Agent Phage,Test,40,如果,5,0.000625
Agent Phage,Test,41,当时,5,0.000625
Agent Phage,Test,42,情况下,5,0.000625
Agent Phage,Test,43,时间,5,0.000625
Agent Phage,Test,44,然后,5,0.000625
Agent Phage,Test,45,直接,5,0.000625
Agent Phage,Test,46,自己,5,0.000625
Agent Phage,Test,47,这个,5,0.000625
Agent Phage,Test,48,这样,5,0.000625
Agent Phage,Test,49,也是,4,0.0005
Agent Phage,Test,50,人员,4,0.0005
Agent Phage,Test,51,什么,4,0.0005
Agent Phage,Test,52,以及,4,0.0005
Agent Phage,Test,53,会,4,0.0005
Agent Phage,Test,54,全面,4,0.0005
Agent Phage,Test,55,到,4,0.0005
Agent Phage,Test,56,吧,4,0.0005
Agent Phage,Test,57,开始,4,0.0005
Agent Phage,Test,58,怎么,4,0.0005
Agent Phage,Test,59,成为了,4,0.0005
Agent Phage,Test,60,或者,4,0.0005
Agent Phage,Test,61,所以,4,0.0005
Agent Phage,Test,62,掩盖协议的,4,0.0005
Agent Phage,Test,63,时候,4,0.0005
Agent Phage,Test,64,理解,4,0.0005
Agent Phage,Test,65,而,4,0.0005
Agent Phage,Test,66,过,4,0.0005
Agent Phage,Test,67,这是,4,0.0005
Agent Phage,Test,68,进行,4,0.0005
Agent Phage,Test,69,那么,4,0.0005
Agent Phage,Test,70,一,3,0.000375
Agent Phage,Test,71,一些,3,0.000375
Agent Phage,Test,72,一点,3,0.000375
Agent Phage,Test,73,一种,3,0.000375
Agent Phage,Test,74,一般,3,0.000375
Agent Phage,Test,75,上,3,0.000375
Agent Phage,Test,76,不同,3,0.000375
Agent Phage,Test,77,主要,3,0.000375
Agent Phage,Test,78,也不,3,0.000375
Agent Phage,Test,79,亮,3,0.000375
Agent Phage,Test,80,他,3,0.000375
Agent Phage,Test,81,作为,3,0.000375
Agent Phage,Test,82,你是,3,0.000375
Agent Phage,Test,83,假新闻,3,0.000375
Agent Phage,Test,84,内容,3,0.000375
Agent Phage,Test,85,则,3,0.000375
Agent Phage,Test,86,剧情,3,0.000375
Agent Phage,Test,87,却,3,0.000375
Agent Phage,Test,88,后来,3,0.000375
Agent Phage,Test,89,吗,3,0.000375
Agent Phage,Test,90,因为,3,0.000375
Agent Phage,Test,91,地,3,0.000375
Agent Phage,Test,92,处理,3,0.000375
Agent Phage,Test,93,已经,3,0.000375
Agent Phage,Test,94,很多,3,0.000375
Agent Phage,Test,95,很清楚,3,0.000375
Agent Phage,Test,96,情况,3,0.000375
Agent Phage,Test,97,成为,3,0.000375
Agent Phage,Test,98,所,3,0.000375
Agent Phage,Test,99,才,3,0.000375
Agent Phage,Test,100,技术,3,0.000375
Etinjat,All,1,的,386,0.00919047619047619
Etinjat,All,2,在,84,0.002
Etinjat,All,3,了,72,0.0017142857142857142
Etinjat,All,4,是,70,0.0016666666666666668
Etinjat,All,5,之,60,0.0014285714285714286
Etinjat,All,6,也,59,0.0014047619047619047
Etinjat,All,7,叙事,52,0.001238095238095238
Etinjat,All,8,有,44,0.0010476190476190477
Etinjat,All,9,其,40,0.0009523809523809524
Etinjat,All,10,而,40,0.0009523809523809524
Etinjat,All,11,为,37,0.0008809523809523809
Etinjat,All,12,被,31,0.0007380952380952381
Etinjat,All,13,和,30,0.0007142857142857143
Etinjat,All,14,我,30,0.0007142857142857143
Etinjat,All,15,不,28,0.0006666666666666666
Etinjat,All,16,中,28,0.0006666666666666666
Etinjat,All,17,于,28,0.0006666666666666666
Etinjat,All,18,与,27,0.0006428571428571428
Etinjat,All,19,将,27,0.0006428571428571428
Etinjat,All,20,就,27,0.0006428571428571428
Etinjat,All,21,曰,27,0.0006428571428571428
Etinjat,All,22,以,26,0.000619047619047619
Etinjat,All,23,但,26,0.000619047619047619
Etinjat,All,24,到,26,0.000619047619047619
Etinjat,All,25,他,25,0.0005952380952380953
Etinjat,All,26,上,22,0.0005238095238095238
Etinjat,All,27,并,21,0.0005
Etinjat,All,28,或,21,0.0005
Etinjat,All,29,者,21,0.0005
Etinjat,All,30,人,20,0.0004761904761904762
Etinjat,All,31,什么,20,0.0004761904761904762
Etinjat,All,32,下,18,0.00042857142857142855
Etinjat,All,33,乃,18,0.00042857142857142855
Etinjat,All,34,亦,18,0.00042857142857142855
Etinjat,All,35,着,18,0.00042857142857142855
Etinjat,All,36,从,16,0.00038095238095238096
Etinjat,All,37,地,16,0.00038095238095238096
Etinjat,All,38,见,16,0.00038095238095238096
Etinjat,All,39,里,16,0.00038095238095238096
Etinjat,All,40,他的,15,0.00035714285714285714
Etinjat,All,41,则,15,0.00035714285714285714
Etinjat,All,42,又,15,0.00035714285714285714
Etinjat,All,43,后,15,0.00035714285714285714
Etinjat,All,44,我们,15,0.00035714285714285714
Etinjat,All,45,皆,15,0.00035714285714285714
Etinjat,All,46,所,14,0.0003333333333333333
Etinjat,All,47,欲,14,0.0003333333333333333
Etinjat,All,48,世界,13,0.0003095238095238095
Etinjat,All,49,即,13,0.0003095238095238095
Etinjat,All,50,去,13,0.0003095238095238095
Etinjat,All,51,大,13,0.0003095238095238095
Etinjat,All,52,得,13,0.0003095238095238095
Etinjat,All,53,没有,13,0.0003095238095238095
Etinjat,All,54,一,12,0.00028571428571428574
Etinjat,All,55,他们,12,0.00028571428571428574
Etinjat,All,56,可以,12,0.00028571428571428574
Etinjat,All,57,对,12,0.00028571428571428574
Etinjat,All,58,时,12,0.00028571428571428574
Etinjat,All,59,的叙事,12,0.00028571428571428574
Etinjat,All,60,能,12,0.00028571428571428574
Etinjat,All,61,一个,11,0.0002619047619047619
Etinjat,All,62,会,11,0.0002619047619047619
Etinjat,All,63,你,11,0.0002619047619047619
Etinjat,All,64,基金会,11,0.0002619047619047619
Etinjat,All,65,如,11,0.0002619047619047619
Etinjat,All,66,都,11,0.0002619047619047619
Etinjat,All,67,中的,10,0.0002380952380952381
Etinjat,All,68,信息,10,0.0002380952380952381
Etinjat,All,69,再,10,0.0002380952380952381
Etinjat,All,70,出,10,0.0002380952380952381
Etinjat,All,71,叙事层,10,0.0002380952380952381
Etinjat,All,72,叙事的,10,0.0002380952380952381
Etinjat,All,73,叙述,10,0.0002380952380952381
Etinjat,All,74,听,10,0.0002380952380952381
Etinjat,All,75,啊,10,0.0002380952380952381
Etinjat,All,76,异常,10,0.0002380952380952381
Etinjat,All,77,意义,10,0.0002380952380952381
Etinjat,All,78,更,10,0.0002380952380952381
Etinjat,All,79,貌,10,0.0002380952380952381
Etinjat,All,80,世界的,9,0.00021428571428571427
Etinjat,All,81,因,9,0.00021428571428571427
Etinjat,All,82,影响,9,0.00021428571428571427
Etinjat,All,83,您的,9,0.00021428571428571427
Etinjat,All,84,我们的,9,0.00021428571428571427
Etinjat,All,85,说,9,0.00021428571428571427
Etinjat,All,86,之中,8,0.00019047619047619048
Etinjat,All,87,出现,8,0.00019047619047619048
Etinjat,All,88,发现,8,0.00019047619047619048
Etinjat,All,89,可,8,0.00019047619047619048
Etinjat,All,90,吧,8,0.00019047619047619048
Etinjat,All,91,好,8,0.00019047619047619048
Etinjat,All,92,实体,8,0.00019047619047619048
Etinjat,All,93,就像,8,0.00019047619047619048
Etinjat,All,94,指,8,0.00019047619047619048
Etinjat,All,95,故事,8,0.00019047619047619048
Etinjat,All,96,正,8,0.00019047619047619048
Etinjat,All,97,的人,8,0.00019047619047619048
Etinjat,All,98,符号,8,0.00019047619047619048
Etinjat,All,99,等,8,0.00019047619047619048
Etinjat,All,100,若,8,0.00019047619047619048
Etinjat,Fit,1,的,235,0.007833333333333333
Etinjat,Fit,2,在,61,0.002033333333333333
Etinjat,Fit,3,之,47,0.0015666666666666667
Etinjat,Fit,4,了,45,0.0015
Etinjat,Fit,5,也,44,0.0014666666666666667
Etinjat,Fit,6,是,43,0.0014333333333333333
Etinjat,Fit,7,有,34,0.0011333333333333334
Etinjat,Fit,8,而,29,0.0009666666666666667
Etinjat,Fit,9,为,27,0.0009
Etinjat,Fit,10,其,26,0.0008666666666666666
Etinjat,Fit,11,我,24,0.0008
Etinjat,Fit,12,于,23,0.0007666666666666667
Etinjat,Fit,13,他,23,0.0007666666666666667
Etinjat,Fit,14,和,21,0.0007
Etinjat,Fit,15,但,19,0.0006333333333333333
Etinjat,Fit,16,曰,19,0.0006333333333333333
Etinjat,Fit,17,与,18,0.0006
Etinjat,Fit,18,就,18,0.0006
Etinjat,Fit,19,被,18,0.0006
Etinjat,Fit,20,不,17,0.0005666666666666667
Etinjat,Fit,21,以,17,0.0005666666666666667
Etinjat,Fit,22,将,16,0.0005333333333333334
Etinjat,Fit,23,中,15,0.0005
Etinjat,Fit,24,到,15,0.0005
Etinjat,Fit,25,着,15,0.0005
Etinjat,Fit,26,并,14,0.00046666666666666666
Etinjat,Fit,27,上,13,0.0004333333333333333
Etinjat,Fit,28,乃,13,0.0004333333333333333
Etinjat,Fit,29,人,13,0.0004333333333333333
Etinjat,Fit,30,什么,13,0.0004333333333333333
Etinjat,Fit,31,他的,13,0.0004333333333333333
Etinjat,Fit,32,我们,13,0.0004333333333333333
Etinjat,Fit,33,从,12,0.0004
Etinjat,Fit,34,或,12,0.0004
Etinjat,Fit,35,欲,12,0.0004
Etinjat,Fit,36,皆,12,0.0004
Etinjat,Fit,37,见,12,0.0004
Etinjat,Fit,38,下,11,0.00036666666666666667
Etinjat,Fit,39,亦,11,0.00036666666666666667
Etinjat,Fit,40,他们,11,0.00036666666666666667
Etinjat,Fit,41,去,11,0.00036666666666666667
Etinjat,Fit,42,对,11,0.00036666666666666667
Etinjat,Fit,43,得,11,0.00036666666666666667
Etinjat,Fit,44,又,10,0.0003333333333333333
Etinjat,Fit,45,地,10,0.0003333333333333333
Etinjat,Fit,46,貌,10,0.0003333333333333333
Etinjat,Fit,47,一,9,0.0003
Etinjat,Fit,48,再,9,0.0003
Etinjat,Fit,49,大,9,0.0003
Etinjat,Fit,50,您的,9,0.0003
Etinjat,Fit,51,我们的,9,0.0003
Etinjat,Fit,52,者,9,0.0003
Etinjat,Fit,53,你,8,0.0002666666666666667
Etinjat,Fit,54,则,8,0.0002666666666666667
Etinjat,Fit,55,后,8,0.0002666666666666667
Etinjat,Fit,56,吧,8,0.0002666666666666667
Etinjat,Fit,57,指,8,0.0002666666666666667
Etinjat,Fit,58,更,8,0.0002666666666666667
Etinjat,Fit,59,没有,8,0.0002666666666666667
Etinjat,Fit,60,都,8,0.0002666666666666667
Etinjat,Fit,61,听,7,0.00023333333333333333
Etinjat,Fit,62,啊,7,0.00023333333333333333
Etinjat,Fit,63,外,7,0.00023333333333333333
Etinjat,Fit,64,好,7,0.00023333333333333333
Etinjat,Fit,65,异常,7,0.00023333333333333333
Etinjat,Fit,66,若,7,0.00023333333333333333
Etinjat,Fit,67,让,7,0.00023333333333333333
Etinjat,Fit,68,黄帝,7,0.00023333333333333333
Etinjat,Fit,69,三,6,0.0002
Etinjat,Fit,70,伏羲,6,0.0002
Etinjat,Fit,71,会,6,0.0002
Etinjat,Fit,72,信息,6,0.0002
Etinjat,Fit,73,出现,6,0.0002
Etinjat,Fit,74,发现,6,0.0002
Etinjat,Fit,75,就像,6,0.0002
Etinjat,Fit,76,影响,6,0.0002
Etinjat,Fit,77,您,6,0.0002
Etinjat,Fit,78,情况,6,0.0002
Etinjat,Fit,79,文档,6,0.0002
Etinjat,Fit,80,日,6,0.0002
Etinjat,Fit,81,时,6,0.0002
Etinjat,Fit,82,正,6,0.0002
Etinjat,Fit,83,此处,6,0.0002
